id,title,slug,entities,category
15458,Zwelinzima Vavi tests positive for Covid-19,zwelinzima-vavi-tests-positive-for-covid-19,"[""SA Federation of Trade Unions"",""Zwelinzima Vavi"",""South Africa Federation of Trade Unions"",""Kenneth Meshoe"",""South Africans"",""eNCA"",""ACDP"",""News24""]",Health
15459,COVID-19: Western Cape govt scouting for temporary treatment sites,covid-19-western-cape-govt-scouting-for-temporary-treatment-sites,"[""Western Cape""]",Health
15460,Jewish Canadians returning home from US increase coronavirus rates,jewish-canadians-returning-home-from-us-increase-coronavirus-rates,"[""Florida"",""Cote St. Luc"",""Canadians"",""US"",""pre-Passover"",""Boisbriand"",""New York"",""Montreal"",""Quebec""]",Health
15463,"75,000 Bnei Brak residents likely have coronavirus- Health Officials",75-000-bnei-brak-residents-likely-have-coronavirus-health-officials,"[""Israeli"",""Jerusalem"",""Tel Aviv"",""Maccabi"",""Bnei Brak"",""Knesset""]",Health
15465,COVID-19: ACT government unveils $214 million economic survival package,covid-19-act-government-unveils-dollar-214-million-economic-survival-package,"[""ICU"",""Andrew Barr"",""ACT"",""ACT Government"",""Canberra"",""COVID-19"",""Emergency Department""]",Business
15467,Coronavirus: WA to go hard on border closure on Sunday,coronavirus-wa-to-go-hard-on-border-closure-on-sunday,"[""WA""]",Other
15469,Covid-19: Kenya sets prisoners free,covid-19-kenya-sets-prisoners-free,"[""Mutahi Kagwe"",""David Maraga"",""African"",""Kenya"",""Covid-19""]",Other
15471,Preachers want the church open in the wake of covid-19,preachers-want-the-church-open-in-the-wake-of-covid-19,"[""Makueni County"",""Uhuru Kenyatta"",""Fire Brigade"",""Kenyan"",""God"",""Kenyans"",""Kenya""]",Other
15472,"Head of hardline Eda Haredit, infected with virus",head-of-hardline-eda-haredit-infected-with-virus,"[""Antwerp"",""Eda Haredit"",""Yitzchok Tuvia Weiss"",""Jerusalem"",""Great Britain"",""Slovakia""]",Health
15473,COVID-19: Democrats delay presidential convention till August,covid-19-democrats-delay-presidential-convention-till-august,"[""Democrats"",""Milwaukee"",""Republican"",""Barack Obama"",""COVID-19"",""Reuters"",""Charlotte"",""North Carolina"",""Wilmington"",""Delaware"",""Vermont"",""White House"",""U.S."",""Democratic Party"",""Joe Solmonese"",""Joe Biden"",""Bernie Sanders"",""Donald Trump"",""Wisconsin""]",Politics
15474,Democrats propose $10 billion for health centers in infrastructure plan,democrats-propose-dollar-10-billion-for-health-centers-in-infrastructure-plan,"[""Democrats"",""U.S. House of Representatives"",""Nancy Pelosi""]",Politics
15475,Trump warns Iran against possible 'sneak attack' on U.S. in Iraq,trump-warns-iran-against-possible-sneak-attack-on-u-s-in-iraq,"[""Iraq"",""Donald Trump"",""Iran"",""U.S."",""Ayatollah Ali Khamenei"",""Washington"",""Reuters"",""Qassem Soleimani"",""Mohammed Reza Pahlavi"",""Quds Force"",""Abu Mahdi al-Muhandis""]",Politics
15476,Trump considers canceling domestic flights to coronavirus hot spots,trump-considers-canceling-domestic-flights-to-coronavirus-hot-spots,"[""Trump"",""New York"",""White House"",""United States"",""Detroit"",""New Orleans"",""Donald Trump""]",Politics
15477,Nigeria pounces on opportunity to get free ventilators from Tesla,nigeria-pounces-on-opportunity-to-get-free-ventilators-from-tesla,"[""Elon Musk"",""Ministry of Finance"",""New York"",""Federal Government of Nigeria"",""Covid19"",""Tesla Inc"",""Nigeria"",""Tesla"",""FDA"",""Nigerian"",""American"",""Federal Government""]",Other
15478,SA sets up coronavirus database to monitor affected persons,sa-sets-up-coronavirus-database-to-monitor-affected-persons-1,"[""South Africa""]",Other
15479,Quantum Foods fear huge loss in half-year earnings,quantum-foods-fear-huge-loss-in-half-year-earnings,"[""South African"",""Covid-19"",""South Africa"",""Zambia""]",Business
15480,Women control huge chunk of Nigeria’s micro-businesses - Reports PwC,women-control-huge-chunk-of-nigerias-micro-businesses-reports-pw-c,"[""PwC"",""Nigerian"",""Nigeria"",""World Bank"",""Africa""]",Business
15481,"With Limited Rights, One in Four Women is Not Free to Say No to Sex, Says UN Research",with-limited-rights-one-in-four-women-is-not-free-to-say-no-to-sex-says-un-research,"[""United Nations"",""U.N. Population Fund"",""UNFPA"",""Thomson Reuters Foundation""]",Other
15482,"‘Lockdown in India was early, far-sighted and courageous’: WHO envoy",lockdown-in-india-was-early-far-sighted-and-courageous-who-envoy,"[""David Nabarro"",""WHO"",""India""]",Health
15483,"Canada loses 800,000 restaurant jobs in March over COVID-19",canada-loses-800-000-restaurant-jobs-in-march-over-covid-19-1,"[""Canada"",""Ontario"",""COVID-19""]",Business
15484,"Canada's coronavirus death toll hits 21% in 10,000 cases",canadas-coronavirus-death-toll-hits-21-in-10-000-cases,"[""Canada"",""Justin Trudeau""]",Health
15485,Canada updates C$983 million in February trade deficit,canada-updates-cdollar-983-million-in-february-trade-deficit,"[""Canada""]",Business
15486,Lady Trump calls Canada's first lady following her coronavirus recovery,lady-trump-calls-canadas-first-lady-following-her-coronavirus-recovery,"[""Sophie Grégoire Trudeau"",""Grégoire Trudeau"",""COVID-19"",""Melania Trump"",""Justin Trudeau"",""United States"",""Canadian"",""Trump"",""Canada"",""Johns Hopkins University""]",Other
15487,Coronavirus: Nana Addo to meet leaders of political parties today,coronavirus-nana-addo-to-meet-leaders-of-political-parties-today,"[""Nana Addo"",""Nana Akufo-Addo"",""Ghana"",""COVID-19"",""Kumasi"",""Accra"",""Italy"",""China"",""US""]",Politics
15488,Parliament passes COVID-19 National Trust Fund Bill,parliament-passes-covid-19-national-trust-fund-bill,"[""Parliament"",""COVID-19"",""Sophia Akuffo"",""Gifty Afenyi-Dadzie"",""Ghana""]",Other
15489,Aker energy temporarily halts Ghana oil field exploration,aker-energy-temporarily-halts-ghana-oil-field-exploration,"[""Lukoil"",""Aker Energy"",""Ghana"",""Letter of Intent"",""GNPC"",""FPSO"",""Fugro Ghana Ltd"",""Norway"",""Covid-19""]",Business
15490,Ghana risks being embarrassed if cases of lockdown abuses are not checked – CHRAJ,ghana-risks-being-embarrassed-if-cases-of-lockdown-abuses-are-not-checked-chraj,"[""CHRAJ"",""Ghana""]",Other
15491,Coronavirus impacts Kenyan pensioners' benefits,coronavirus-impacts-kenyan-pensioners-benefits,"[""Kenya"",""RBA"",""Retirement Benefits Authority"",""Nairobi Securities Exchange"",""Kenyan""]",Business
15493,Ghana Employers Association aligning with government to avoid layoffs,ghana-employers-association-aligning-with-government-to-avoid-layoffs,"[""Ghana"",""Ghanaian"",""Covid-19"",""UK""]",Business
15494,Gov't commences processes to expand Covid-19 testing centres,govt-commences-processes-to-expand-covid-19-testing-centres,"[""Kojo Oppong Nkrumah"",""Noguchi Memorial Institute"",""PCR""]",Health
15495,Clients of Standard Chartered Bank Ghana get coronavirus aid,clients-of-standard-chartered-bank-ghana-get-coronavirus-aid,"[""Standard Chartered Bank Ghana Limited"",""Bank"",""Standard Chartered"",""Mansa Nettey"",""Automated Clearing House""]",Business
15496,"Parliament donates GHC200,000 to COVID-19 fund",parliament-donates-ghc-200-000-to-covid-19-fund,"[""Oquaye"",""Parliament"",""Ghanaians"",""Gloria Afua Akuffo""]",Other
15497,Covid-19 : BoG should tread cautiously in addressing cedi's depreciation - Economist,covid-19-bo-g-should-tread-cautiously-in-addressing-cedis-depreciation-economist,"[""Bank of Ghana"",""Central Bank"",""God""]",Business
15498,Nigeria records 184 COVID-19 cases,nigeria-records-184-covid-19-cases,"[""Nigeria"",""COVID-19"",""Kaduna"",""Abuja"",""Akwa Ibom"",""Bauchi"",""Lagos"",""Oyo"",""Ogun"",""Osun"",""Enugu"",""FCT"",""Osun-Lagos"",""Ogun- Lagos"",""Rivers- Lagos"",""Benue-Lagos"",""Enugu- 2"",""Osun-14"",""Oyo- 8"",""Kaduna- 4"",""Bauchi- 3""]",Health
15501,"PDP rejects N123.5 Pump Price, insists on N90 per Litre",pdp-rejects-n-123-5-pump-price-insists-on-n-90-per-litre,"[""Peoples Democratic Party"",""All Progressives Congress"",""Nigerians"",""Muhammadu Buhari""]",Politics
15502,Teenagers remanded over petrol bomb attack on Hong Kong police station,teenagers-remanded-over-petrol-bomb-attack-on-hong-kong-police-station,"[""Hong Kong""]",Other
15503,Atiku’s Son: I hope to be out from isolation soon,atikus-son-i-hope-to-be-out-from-isolation-soon,"[""Atiku"",""Son"",""Atiku Abubakar"",""Mohammed Atiku"",""Abuja"",""COVID-19"",""Nigerians"",""God""]",Health
15504,Man gets six years jail term for raping daughter's friend,man-gets-six-years-jail-term-for-raping-daughters-friend,"[""County Court of Victoria""]",Law
15506,IATA: Nigerian airlines loose l3.5m Passengers to COVID-19,iata-nigerian-airlines-loose-l-3-5-m-passengers-to-covid-19,"[""IATA"",""Nigerian"",""Nigerian Airlines"",""COVID-19"",""International Air Transport Association"",""Middle East"",""Africa"",""Nigerian Civil Aviation Authority"",""Kenya"",""AOC"",""Ethiopia""]",Business
15507,Queensland man charged with attempted murder,queensland-man-charged-with-attempted-murder,"[""Queensland"",""Moreton Bay"",""Brisbane"",""Morayfield""]",Law
15508,Buhari’s daughter returns home after completing 14 days in isolation,buharis-daughter-returns-home-after-completing-14-days-in-isolation,"[""Buhari"",""Muhammadu Buhari"",""Aliyu Abdullahi"",""United Kingdom"",""Aisha Buhari"",""First Lady""]",Health
15509,New Zealand PM 'worries' about Kiwis mental health during lockdown,new-zealand-pm-worries-about-kiwis-mental-health-during-lockdown,"[""New Zealand"",""Ardern"",""Nigel Latta""]",Health
15510,RMD asks customs to give seized food items to poor Nigerians,rmd-asks-customs-to-give-seized-food-items-to-poor-nigerians,"[""Muhammadu Buhari"",""Richard Mofe-Damijo"",""Nigeria Customs Services"",""Nigerian"",""Yemi Alade""]",Entertainment
15511,New Zealand hospitals prepare to handle Covid-19 patients,new-zealand-hospitals-prepare-to-handle-covid-19-patients,"[""David Clark""]",Health
15513,Makinwa says she has nothing against people’s sexuality,makinwa-says-she-has-nothing-against-peoples-sexuality,"[""Toke Makinwa"",""Love is Blind""]",Entertainment
15514,"Buhari insists on project implementation, salary payment",buhari-insists-on-project-implementation-salary-payment,"[""COVID-19"",""Buhari"",""Muhammadu Buhari""]",Politics
15515,Govs to CBN- Suspend states’ debt deductions,govs-to-cbn-suspend-states-debt-deductions-1,"[""Kayode Fayemi"",""Zainab Ahmed""]",Business
15516,Coronavirus: Woman 'wrongly charged under new law',coronavirus-woman-wrongly-charged-under-new-law,"[""British Transport Police"",""Newcastle Central Station"",""Crown Prosecution Service""]",Health
15517,"Coronavirus will transform UK work and travel, says AA",coronavirus-will-transform-uk-work-and-travel-says-aa,"[""UK"",""AA"",""Edmund King"",""HS2"",""Andrew Adonis"",""BBC News"",""Zoom"",""Skype""]",Business
15519,Victoria launches Crisis Council to battle COVID-19,victoria-launches-crisis-council-to-battle-covid-19,"[""Daniel Andrews"",""Victorians""]",Health
15520,Nigeria's COVID-19 cases hits 190,nigerias-covid-19-cases-hits-190,"[""Nigeria"",""Osun State"",""Akwa Ibom"",""Lagos""]",Health
15521,Ukraine to receive €150M from Germany to fight coronavirus,ukraine-to-receive-euro-150-m-from-germany-to-fight-coronavirus,"[""Angela Merkel"",""Ukraine"",""Germany"",""Zelensky"",""European Commission"",""COVID-19"",""European Investment Bank"",""Europe"",""Merkel"",""Ukrainian"",""Silpo"",""IBRD"",""Ukrainians"",""PrivatBank"",""Vodafone"",""Ferrexpo"",""Epicenter"",""German"",""Shmygal"",""European""]",Business
15522,Coronavirus: Nightingale Hospital opens at London's ExCel centre,coronavirus-nightingale-hospital-opens-at-londons-ex-cel-centre,"[""London"",""NHS Nightingale Hospital"",""UK""]",Health
15524,Accor hotels close major international branches due to coronavirus,accor-hotels-close-major-international-branches-due-to-coronavirus,"[""Sebastien Bazin"",""Novotel"",""Accor"",""AccorHotels""]",Business
15525,Coronavirus: Nurse Areema Nasreen dies with Covid-19,coronavirus-nurse-areema-nasreen-dies-with-covid-19,"[""Andy Street"",""Walsall Manor Hospital"",""West Midlands""]",Health
15526,Coronavirus: Johnson stays isolated with mild symptoms,coronavirus-johnson-stays-isolated-with-mild-symptoms,"[""Downing Street"",""NHS"",""Boris Johnson""]",Health
15527,Coronavirus: People asked to 'Stay at home' as Easter holiday starts,coronavirus-people-asked-to-stay-at-home-as-easter-holiday-starts-1,"[""Staffordshire"",""Yorkshire Dales"",""Southend-on-Sea"",""Peak District"",""England""]",Other
15528,Coronavirus: Brighton Pride 2020 cancelled,coronavirus-brighton-pride-2020-cancelled,"[""Alan Robbins"",""Britney Spears"",""Kylie Minogue"",""Brighton Pride"",""Mariah Carey"",""The Pussycat Dolls"",""NHS""]",Entertainment
15529,Eddie Large: Comedian dies aged 78 with coronavirus,eddie-large-comedian-dies-aged-78-with-coronavirus,"[""Syd Little"",""Eddie Large"",""BBC Radio Lancashire"",""Ant and Dec""]",Entertainment
15530,Shiseido cosmetics joins fight against coronavirus with sanitizer production,shiseido-cosmetics-joins-fight-against-coronavirus-with-sanitizer-production,"[""Shiseido Co."",""Japan"",""Shiseido"",""United States"",""Europe"",""Tokyo"",""Orleans"",""France""]",Business
15531,Sony tables $100M to assist Japanese industries tackle pandemic,sony-tables-dollar-100-m-to-assist-japanese-industries-tackle-pandemic,"[""World Health Organization"",""Japanese"",""Kenichiro Yoshida"",""Japan"",""Sony"",""U.N. Children's Fund"",""COVID-19"",""Medecins Sans Frontieres""]",Business
15532,Coronavirus: 6 CISF personnel test positive for Covid-19,coronavirus-6-cisf-personnel-test-positive-for-covid-19,"[""Covid-19"",""Mumbai"",""Central Industrial Security Force"",""Maharashtra"",""CISF""]",Health
15533,COVID-19: NCP leaders slam PM Modi over light up lamps message,covid-19-ncp-leaders-slam-pm-modi-over-light-up-lamps-message,"[""Maharashtra"",""NCP"",""Nationalist Congress Party"",""Narendra Modi""]",Politics
15534,Suspended J&K police officer to stay in custody till April 10,suspended-jand-k-police-officer-to-stay-in-custody-till-april-10,"[""J&K"",""Davinder Singh"",""Jammu and Kashmir"",""Hizb-ul-Mujahideen"",""Srinagar-Jammu Highway"",""Delhi""]",Law
15535,Neymar makes big donation towards worldwide fight against COVID-19,neymar-makes-big-donation-towards-worldwide-fight-against-covid-19,"[""Neymar"",""UNICEF"",""Paris Saint-Germain"",""Brazil"",""Lionel Messi"",""Cristiano Ronaldo"",""Juventus"",""Barcelona"",""Chris Flores"",""Fofocalizando""]",Sports
15536,PL player of the season: Mane selected by Sky Sports readers,pl-player-of-the-season-mane-selected-by-sky-sports-readers,"[""Sky Sports"",""Sadio Mane"",""Premier League"",""Liverpool"",""PL"",""Jordan Henderson"",""Kevin De Bruyne"",""Manchester City"",""Virgil van Dijk"",""Mohamed Salah"",""Alexander-Arnold""]",Sports
15537,Palace winger unhappy with treatment of footballers,palace-winger-unhappy-with-treatment-of-footballers,"[""Andros Townsend"",""Crystal Palace"",""Matt Hancock"",""Premier League"",""Professional Footballers' Association"",""Sky Sports News"",""TalkSport"",""Marcus Rashford"",""NHS""]",Sports
15538,UEFA urges European leagues not to cancel seasons,uefa-urges-european-leagues-not-to-cancel-seasons,"[""UEFA"",""European"",""European Club Association"",""European Leagues""]",Sports
15539,A'Madrid players agree to 70 per cent pay cut to help club's staff,a-madrid-players-agree-to-70-per-cent-pay-cut-to-help-clubs-staff,"[""Atletico Madrid"",""Spain"",""Atletico Madrid B"",""Premier League"",""Professional Footballers' Association"",""Lionel Messi"",""Barcelona"",""League Managers' Association"",""English Football League"",""Tottenham""]",Sports
15540,Tottenham fans want players to take pay cut amid coronavirus outbreak,tottenham-fans-want-players-to-take-pay-cut-amid-coronavirus-outbreak,"[""Tottenham"",""Daniel Levy""]",Sports
15541,"Hibernian announce wage deferral agreements with players, senior staff",hibernian-announce-wage-deferral-agreements-with-players-senior-staff,"[""Hibernian"",""Scottish Premiership"",""Leeann Dempster""]",Sports
15542,COVID-19: Belgian league backs early end to season,covid-19-belgian-league-backs-early-end-to-season,"[""COVID-19"",""Belgian"",""Club Brugge"",""Jupiler Pro League"",""European""]",Sports
15543,Eddie Jones extends England contract until 2023 World Cup,eddie-jones-extends-england-contract-until-2023-world-cup,"[""Eddie Jones"",""England"",""France"",""South Africa""]",Sports
15544,"Abia Warriors goalkeeper, Tambe shot in Ibadan",abia-warriors-goalkeeper-tambe-shot-in-ibadan,"[""Abia Warriors"",""Ibadan"",""University Teaching Hospital"",""UCH"",""Nigeria Professional Football League"",""Lobi Stars""]",Sports
15545,Lawmakers want answers to Trump COVID-19 response in Puerto Rico,lawmakers-want-answers-to-trump-covid-19-response-in-puerto-rico,"[""Democratic"",""Trump"",""Puerto Rico"",""COVID-19"",""Mike Pence"",""Donald Trump"",""Elizabeth Warren"",""Ben Carson"",""Raul Grijalva"",""Joaquin Castro"",""White House Task Force on Coronavirus"",""Mass."",""Texas"",""Nydia Velazquez"",""CARES Act"",""U.S. Department of Housing and Urban Development""]",Politics
15546,"Cruise ship with sick passengers, sister ship dock in Florida",cruise-ship-with-sick-passengers-sister-ship-dock-in-florida,"[""Holland America"",""Florida"",""NBC News"",""Zaandam""]",Other
15547,COVID-19: Funeral directors overwhelmed by death toll,covid-19-funeral-directors-overwhelmed-by-death-toll,"[""CDC""]",Health
15548,Hickey reveals he tested positive for Coronavirus,hickey-reveals-he-tested-positive-for-coronavirus,"[""John Benjamin Hickey"",""Hickey""]",Health
15549,"Global cases surpass 1 million, 6.6 million unemployment claims filed",global-cases-surpass-1-million-6-6-million-unemployment-claims-filed,"[""Americans"",""White House"",""NBC News"",""COVID-19"",""Johns Hopkins University"",""Internal Revenue Service"",""U.S.""]",Health
15550,Sara Bareilles recovers from COVID-19,sara-bareilles-recovers-from-covid-19,"[""Sara Bareilles""]",Entertainment
15551,Melly tests positive for Coronavirus While in Jail,melly-tests-positive-for-coronavirus-while-in-jail,"[""Melly"",""YNW Melly"",""State of Florida"",""Broward County Jail"",""Anthony Williams"",""Miramar Police"",""TMZ"",""Fort Lauderdale"",""Sun-Sentinel"",""Miramar""]",Health
15552,Man pleads guilty for plotting to attack White House,man-pleads-guilty-for-plotting-to-attack-white-house,"[""Georgia"",""White House"",""Buford"",""United States"",""Statue of Liberty"",""Lincoln Memorial"",""Washington Monument"",""FBI""]",Law
15553,PM authorizes emergency airlift of eggs ahead of Passover,pm-authorizes-emergency-airlift-of-eggs-ahead-of-passover,"[""Benjamin Netanyahu"",""Moshe Kahlon"",""Europe"",""Israel"",""Spain"",""Italy"",""Israelis"",""Tzachi Hanegbi"",""Portugal"",""Ukraine""]",Politics
15554,"Amid virus shutdown, US sheds 701,000 jobs",amid-virus-shutdown-us-sheds-701-000-jobs,"[""US"",""Americans""]",Business
15555,Deputy mayor says virus closure ‘death trap’ for city’s elderly,deputy-mayor-says-virus-closure-death-trap-for-citys-elderly,"[""Bnei Brak"",""Israel Defense Forces"",""Tel Aviv"",""Home Front Command""]",Health
15556,Accused killer of US journalist to stay in prison as case appealed,accused-killer-of-us-journalist-to-stay-in-prison-as-case-appealed,"[""Miami"",""Daniel Pearl"",""US"",""Daniel Pear"",""Pakistani"",""Karachi"",""Central Prison"",""Sindh"",""Ahmed Omar Saeed Sheikh"",""British"",""Sindh High Court"",""Wall Street Journal"",""Judea Pearl"",""Paris""]",Law
15557,Israel to help Christians share ‘holy fire’ ritual amid pandemic,israel-to-help-christians-share-holy-fire-ritual-amid-pandemic,"[""Orthodox Christian"",""Holy Land"",""Holy Fire"",""Jesus"",""Church of the Holy Sepulcher"",""Old City"",""Israel"",""Jerusalem"",""Eastern Orthodox"",""Israeli Foreign Ministry"",""Ukraine"",""Russia"",""Greece"",""Tor""]",Other
15558,Litzman’s cellphone tracked to alert those he may have infected,litzmans-cellphone-tracked-to-alert-those-he-may-have-infected,"[""Litzman"",""Yaakov Litzman"",""Benjamin Netanyahu"",""United Torah Judaism"",""Walla"",""Israeli""]",Politics
15559,Israeli virus patient put on life support as condition deteriorates,israeli-virus-patient-put-on-life-support-as-condition-deteriorates,"[""Israeli""]",Health
15560,Israel arrests Palestinian minister for Jerusalem affairs for fourth time,israel-arrests-palestinian-minister-for-jerusalem-affairs-for-fourth-time,"[""Israel"",""Jerusalem"",""Israeli"",""Palestinian"",""East Jerusalem"",""Palestinians""]",Politics
15561,Essential businesses to stay as workplaces prepare to close,essential-businesses-to-stay-as-workplaces-prepare-to-close,"[""Lee Hsien Loong"",""Chan Chun Sing"",""Singapore""]",Business
15562,COVID-19: Singapore Airlines to provide 300 'care ambassadors,covid-19-singapore-airlines-to-provide-300-care-ambassadors,"[""Singapore Airlines"",""Singapore""]",Health
15563,Singapore launches COVID-19 online symptom checker,singapore-launches-covid-19-online-symptom-checker,"[""National University Health System"",""National Centre for Infectious Disease"",""Ministry of Health Office for Healthcare Transformation"",""United States"",""Europe"",""China"",""Singaporean"",""National University of Singapore""]",Health
15564,Covid-19: Jockey Zoe White barred from racing after breaching directive to self-isolate,covid-19-jockey-zoe-white-barred-from-racing-after-breaching-directive-to-self-isolate-2,"[""Rockhampton"",""Brisbane""]",Sports
15565,Cruise ship passenger in WA dies from coronavirus,cruise-ship-passenger-in-wa-dies-from-coronavirus,"[""WA""]",Health
15566,"Coronavirus: Qantas, Virgin Australia resume flights to help stranded Australians abroad",coronavirus-qantas-virgin-australia-resume-flights-to-help-stranded-australians-abroad-1,"[""Qantas"",""Virgin Australia"",""Australians"",""Michael McCormack""]",Travel
15568,NSW police urges Australians to follow isolation rules,nsw-police-urges-australians-to-follow-isolation-rules,"[""NSW"",""Australians""]",Law
15570,Mum struggles to get tested for Covid-19 in Christchurch,mum-struggles-to-get-tested-for-covid-19-in-christchurch,"[""Australia""]",Health
15571,COVID-19 | How China’s vaccine hunt will further impact India’s Northeast,covid-19-or-how-chinas-vaccine-hunt-will-further-impact-indias-northeast,"[""India"",""China"",""National Health Commission"",""Yunnan"",""Northeast"",""Mandalay"",""COVID-19"",""Arunachal Pradesh"",""United States"",""Minneapolis"",""Assam"",""Laos"",""North Korea"",""Vietnam"",""University of Minnesota"",""Myanmar"",""Shan State"",""Mongla"",""Kunming"",""Upper Subansiri"",""Indo-Tibetan Border Police"",""Indian Army"",""National Geographic"",""International Fund for Animal Welfare"",""Wildlife Trust of India""]",Pet/Animals
15574,Nigeria records another increase in COVID-19 cases,nigeria-records-another-increase-in-covid-19-cases,"[""Osun"",""Nigeria"",""Osun State"",""Akwa Ibom"",""Lagos"",""COVID-19"",""FCT"",""Ondo"",""Ondo."",""Edo State"",""Ogun"",""Ondo- 1"",""FCT-41""]",Health
15575,NUPENG threatens strike over sacked workers,nupeng-threatens-strike-over-sacked-workers,"[""Port Harcourt Refinery Company"",""Port Harcourt Zone"",""Rivers State""]",Business
15576,"Canada's ""largest repatriation"" made possible over text message -Champagne",canadas-largest-repatriation-made-possible-over-text-message-champagne,"[""Peru"",""Champagne"",""World Health Organisation"",""G20"",""Lima"",""Canadians"",""Canadian"",""Francois-Philippe Champagne"",""Canada""]",Politics
15577,Woman accuses Kogi commissioner of rape,woman-accuses-kogi-commissioner-of-rape,"[""Kogi""]",Law
15578,Soldiers arrested for threatening to rape women in Warri,soldiers-arrested-for-threatening-to-rape-women-in-warri,"[""Warri Delta State"",""Lagos"",""Warri"",""Nigerian Army"",""Delta state""]",Law
15579,Trudeau disturbed as supplies meant for Canada detour to US,trudeau-disturbed-as-supplies-meant-for-canada-detour-to-us,"[""US"",""U.S."",""PPE"",""Department of Homeland Security"",""The Washington Post"",""Trudeau"",""Canada"",""The Associated Press"",""Justin Trudeau"",""United States"",""Bauer"",""Canadian"",""John Hopkins University""]",Politics
15580,Waje: I can date a man 10 years younger than me,waje-i-can-date-a-man-10-years-younger-than-me,"[""Aituaje Iruobe"",""Nigerian"",""COVID-19"",""Waje""]",Entertainment
15581,"Lean on me singer, Withers dies at 81",lean-on-me-singer-withers-dies-at-81,"[""Lean On me"",""Bill Withers"",""Lean On Me"",""Associated Press"",""Los Angeles"",""US"",""Blackstreet"",""Eminem""]",Entertainment
15582,Trudeau reproves Trump for restricting essential goods passage to Canada,trudeau-reproves-trump-for-restricting-essential-goods-passage-to-canada,"[""Americans"",""U.S."",""Doug Ford"",""Ontario"",""Robert Lighthizer"",""Trudeau"",""Canada"",""United States"",""Justin Trudeau"",""3M"",""Trump""]",Politics
15583,Coronavirus: Nottinghamshire landlady's 'regret' over 'lock-in',coronavirus-nottinghamshire-landladys-regret-over-lock-in,"[""Nottinghamshire"",""Sutton-in-Ashfield"",""God"",""Nottinghamshire Police""]",Law
15584,Schoolgirl begins 'blue heart' campaign for NHS,schoolgirl-begins-blue-heart-campaign-for-nhs,"[""Schoolgirl"",""NHS"",""Suffolk"",""Newmarket"",""Addenbrooke's Hospital"",""Cambridge"",""Australia"",""United States""]",Other
15585,Police face fears for lockdown over weekend of sunshine,police-face-fears-for-lockdown-over-weekend-of-sunshine,"[""Katy Bourne"",""BBC"",""Sussex Police and Crime Commissioner""]",Health
15586,Nurse Areema Nasreen dies with Covid-19,nurse-areema-nasreen-dies-with-covid-19,"[""Walsall Manor Hospital"",""Margate"",""Kent""]",Health
15587,"US, Canadian stocks see triple-digit ebbing late morning",us-canadian-stocks-see-triple-digit-ebbing-late-morning-1,"[""New York"",""US"",""Canadian""]",Business
15588,Labour leadership: Party to announce Jeremy Corbyn's successor,labour-leadership-party-to-announce-jeremy-corbyns-successor,"[""Lisa Nandy"",""Labour"",""Jeremy Corbyn"",""Keir Starmer"",""Rebecca Long-Bailey"",""Angela Rayner"",""Wigan""]",Politics
15589,BA cabin crew contract virus on long-haul flights,ba-cabin-crew-contract-virus-on-long-haul-flights,"[""British Airways"",""US"",""New York"",""British"",""BBC"",""Peru"",""Foreign Office""]",Health
15590,Canola trade between China and Canada still lolling in downtime,canola-trade-between-china-and-canada-still-lolling-in-downtime,"[""Chinese"",""Canada"",""China"",""Canadian"",""Hua Chunying"",""Viterra Inc"",""Richardson International"",""Justin Trudeau"",""Claude Bibeau""]",Business
15591,Scientist develops polymer swab for Covid-19 sample collection,scientist-develops-polymer-swab-for-covid-19-sample-collection,"[""Pune""]",Technology
15592,New Zealand confirms 82 new cases of Covid-19,new-zealand-confirms-82-new-cases-of-covid-19,"[""New Zealand"",""ICU""]",Health
15597,COVID-19: Gandhi urges govt to listen to woes of medical staff,covid-19-gandhi-urges-govt-to-listen-to-woes-of-medical-staff,"[""Gandhi"",""Priyanka Gandhi"",""COVID-19""]",Law
15598,Coronavirus: Testing station opens in Ōtara,coronavirus-testing-station-opens-in-tara,"[""Ōtara"",""Auckland"",""South Auckland"",""Takanini""]",Health
15599,"Hong Kong bars, pub undergo 14 days temporary closures",hong-kong-bars-pub-undergo-14-days-temporary-closures,"[""Hong Kong Monetary Authority"",""Hong Kong"",""European"",""United States"",""Hong Kong Special Administrative Region"",""Food and Health Bureau"",""US"",""Carrie Lam"",""HKSAR""]",Business
15600,COVID-19: 6 test positive in Maharajganj,covid-19-6-test-positive-in-maharajganj-2,"[""Maharajganj""]",Health
15601,Nine new cases of coronavirus confirmed in WA,nine-new-cases-of-coronavirus-confirmed-in-wa,"[""Roger Cook"",""WA""]",Health
15602,Russia puts crypto law onhold over coronavirus,russia-puts-crypto-law-onhold-over-coronavirus,"[""Aksakov"",""Russian"",""Russia"",""Anatoly Aksakov"",""State Duma"",""RBC""]",Business
15603,Covid-19: Australia death toll hits 30,covid-19-australia-death-toll-hits-30,"[""ACT"",""COVID-19""]",Other
15604,Five men charged for breaching coronavirus rules in North Queensland,five-men-charged-for-breaching-coronavirus-rules-in-north-queensland,"[""North Queensland"",""Townsville"",""Palm Island""]",Law
15605,United States 30year-old mortgage rates down by 3.33%,united-states-30-year-old-mortgage-rates-down-by-3-33-1,"[""United States"",""Freddie Mac"",""U.S.""]",Business
